web-scraper-order,web-scraper-start-url,skilllane_link,skilllane_link-href,names,comments,stars
1666011891-536,https://www.skilllane.com/courses/all,"ระบบการบริหารผลงานและสมรรถนะทรัพยากรมนุษย์ยุคสมัยแห่งการเปลี่ยนแปลงผศ.กีรติกร บุญส่งผศ. ดร.เลิศชัย สุธรรมานนท์มีประกาศนียบัตร1,990 บาท",https://www.skilllane.com/courses/performance_management_PIM,by จันทกานติ์ ศรีทองเอี่ยม,,5
1666011891-537,https://www.skilllane.com/courses/all,"ระบบการบริหารผลงานและสมรรถนะทรัพยากรมนุษย์ยุคสมัยแห่งการเปลี่ยนแปลงผศ.กีรติกร บุญส่งผศ. ดร.เลิศชัย สุธรรมานนท์มีประกาศนียบัตร1,990 บาท",https://www.skilllane.com/courses/performance_management_PIM,by ณัฐวุฒิ เฮงตระกูล,,5
1666011891-538,https://www.skilllane.com/courses/all,"ระบบการบริหารผลงานและสมรรถนะทรัพยากรมนุษย์ยุคสมัยแห่งการเปลี่ยนแปลงผศ.กีรติกร บุญส่งผศ. ดร.เลิศชัย สุธรรมานนท์มีประกาศนียบัตร1,990 บาท",https://www.skilllane.com/courses/performance_management_PIM,by Yaowapa Ponweang,อยากให้มีเอกสารดาวโหลดคะ,3
1666011891-539,https://www.skilllane.com/courses/all,"ระบบการบริหารผลงานและสมรรถนะทรัพยากรมนุษย์ยุคสมัยแห่งการเปลี่ยนแปลงผศ.กีรติกร บุญส่งผศ. ดร.เลิศชัย สุธรรมานนท์มีประกาศนียบัตร1,990 บาท",https://www.skilllane.com/courses/performance_management_PIM,by จักรพรรณ ฉิมสง่า,,5
1666011891-540,https://www.skilllane.com/courses/all,"ระบบการบริหารผลงานและสมรรถนะทรัพยากรมนุษย์ยุคสมัยแห่งการเปลี่ยนแปลงผศ.กีรติกร บุญส่งผศ. ดร.เลิศชัย สุธรรมานนท์มีประกาศนียบัตร1,990 บาท",https://www.skilllane.com/courses/performance_management_PIM,by อุภาพร ลิ่มจันทร์,,5
1666011891-541,https://www.skilllane.com/courses/all,"ระบบการบริหารผลงานและสมรรถนะทรัพยากรมนุษย์ยุคสมัยแห่งการเปลี่ยนแปลงผศ.กีรติกร บุญส่งผศ. ดร.เลิศชัย สุธรรมานนท์มีประกาศนียบัตร1,990 บาท",https://www.skilllane.com/courses/performance_management_PIM,by แคทลียา ธีรัตน์ณิชกุล,,4
1666011891-542,https://www.skilllane.com/courses/all,"ระบบการบริหารผลงานและสมรรถนะทรัพยากรมนุษย์ยุคสมัยแห่งการเปลี่ยนแปลงผศ.กีรติกร บุญส่งผศ. ดร.เลิศชัย สุธรรมานนท์มีประกาศนียบัตร1,990 บาท",https://www.skilllane.com/courses/performance_management_PIM,by ธนาภรณ์ ศิริบุญยังพิกุล,,5
1666011891-543,https://www.skilllane.com/courses/all,"ระบบการบริหารผลงานและสมรรถนะทรัพยากรมนุษย์ยุคสมัยแห่งการเปลี่ยนแปลงผศ.กีรติกร บุญส่งผศ. ดร.เลิศชัย สุธรรมานนท์มีประกาศนียบัตร1,990 บาท",https://www.skilllane.com/courses/performance_management_PIM,by ลัดดาวัลย์ มาดี,,5
1666011891-544,https://www.skilllane.com/courses/all,"ระบบการบริหารผลงานและสมรรถนะทรัพยากรมนุษย์ยุคสมัยแห่งการเปลี่ยนแปลงผศ.กีรติกร บุญส่งผศ. ดร.เลิศชัย สุธรรมานนท์มีประกาศนียบัตร1,990 บาท",https://www.skilllane.com/courses/performance_management_PIM,by Khomkrit Phensri,,4
1666011891-545,https://www.skilllane.com/courses/all,"ระบบการบริหารผลงานและสมรรถนะทรัพยากรมนุษย์ยุคสมัยแห่งการเปลี่ยนแปลงผศ.กีรติกร บุญส่งผศ. ดร.เลิศชัย สุธรรมานนท์มีประกาศนียบัตร1,990 บาท",https://www.skilllane.com/courses/performance_management_PIM,by saravut muengunya,,5
1666011891-546,https://www.skilllane.com/courses/all,"ระบบการบริหารผลงานและสมรรถนะทรัพยากรมนุษย์ยุคสมัยแห่งการเปลี่ยนแปลงผศ.กีรติกร บุญส่งผศ. ดร.เลิศชัย สุธรรมานนท์มีประกาศนียบัตร1,990 บาท",https://www.skilllane.com/courses/performance_management_PIM,by พัชราณี สุขสำราญ,ให้ความรู้ดีค่ะ,5
1666011891-547,https://www.skilllane.com/courses/all,"ระบบการบริหารผลงานและสมรรถนะทรัพยากรมนุษย์ยุคสมัยแห่งการเปลี่ยนแปลงผศ.กีรติกร บุญส่งผศ. ดร.เลิศชัย สุธรรมานนท์มีประกาศนียบัตร1,990 บาท",https://www.skilllane.com/courses/performance_management_PIM,by ปาจรีย์ เทียนดอนไพร,,5
1666011899-548,https://www.skilllane.com/courses/all,"ศาสตร์ผู้นำสร้างสุขสู่ความสำเร็จที่ยั่งยืน Happineering : Sustainable & Successful Leadershipกฤษณ์ รุยาพรไร่ใจยิ้ม 2,490 บาท",https://www.skilllane.com/courses/Happineering-Sustainable-Successful-Leadership,by กฤษณ์ รุยาพร,,5
1666011906-549,https://www.skilllane.com/courses/all,"สร้างความมั่งคั่ง ด้วยสินทรัพย์ดิจิทัลนเรศ เหล่าพรรณราย (บก.แก็ป)Editor Gap Investment Talk3,490 บาท",https://www.skilllane.com/courses/Digital-Asset-Investment,by Tanawat Yindeepat,,5
1666011906-550,https://www.skilllane.com/courses/all,"สร้างความมั่งคั่ง ด้วยสินทรัพย์ดิจิทัลนเรศ เหล่าพรรณราย (บก.แก็ป)Editor Gap Investment Talk3,490 บาท",https://www.skilllane.com/courses/Digital-Asset-Investment,by สุโชติ คีรีก้องสกล,,5
1666011906-551,https://www.skilllane.com/courses/all,"สร้างความมั่งคั่ง ด้วยสินทรัพย์ดิจิทัลนเรศ เหล่าพรรณราย (บก.แก็ป)Editor Gap Investment Talk3,490 บาท",https://www.skilllane.com/courses/Digital-Asset-Investment,by ยุทธนา ชื่นจิต,,5
1666011913-552,https://www.skilllane.com/courses/all,"Phonics Rangers สอนลูกยุคใหม่พูดภาษาอังกฤษภัทรา ภัทรภูรีรักษ์ (อ.โอ๊ต)เจ้าของเพจ ‘ลูก Around by Ajarn Oat’ ให้ความรู้ด้านการใช้ภาษาอังกฤษ
Phonics และจิตวิทยาเด็ก2,490 บาท",https://www.skilllane.com/courses/Phonics_Rangers,by Aim Pattra,,5
1666011913-553,https://www.skilllane.com/courses/all,"Phonics Rangers สอนลูกยุคใหม่พูดภาษาอังกฤษภัทรา ภัทรภูรีรักษ์ (อ.โอ๊ต)เจ้าของเพจ ‘ลูก Around by Ajarn Oat’ ให้ความรู้ด้านการใช้ภาษาอังกฤษ
Phonics และจิตวิทยาเด็ก2,490 บาท",https://www.skilllane.com/courses/Phonics_Rangers,by วิชญา ภัทรภูรีรักษ์,นอกจากใช้สอนลูกแล้ว พ่อแม่เองก็ได้ทบทวนภาษาไปด้วยในตัวค่ะ สนุกดีค่ะ,5
1666011913-554,https://www.skilllane.com/courses/all,"Phonics Rangers สอนลูกยุคใหม่พูดภาษาอังกฤษภัทรา ภัทรภูรีรักษ์ (อ.โอ๊ต)เจ้าของเพจ ‘ลูก Around by Ajarn Oat’ ให้ความรู้ด้านการใช้ภาษาอังกฤษ
Phonics และจิตวิทยาเด็ก2,490 บาท",https://www.skilllane.com/courses/Phonics_Rangers,by ไพโรจน์ เทอดเกียรติมงคล,,5
1666011913-555,https://www.skilllane.com/courses/all,"Phonics Rangers สอนลูกยุคใหม่พูดภาษาอังกฤษภัทรา ภัทรภูรีรักษ์ (อ.โอ๊ต)เจ้าของเพจ ‘ลูก Around by Ajarn Oat’ ให้ความรู้ด้านการใช้ภาษาอังกฤษ
Phonics และจิตวิทยาเด็ก2,490 บาท",https://www.skilllane.com/courses/Phonics_Rangers,by Paitoon Suwanno,เป็นบทเรียนที่ดีมากครับ,5
1666011920-556,https://www.skilllane.com/courses/all,"Phonics Rangers สอนลูกยุคใหม่พูดภาษาอังกฤษ 2ภัทรา ภัทรภูรีรักษ์ (อ.โอ๊ต)เจ้าของเพจ ‘ลูก Around by Ajarn Oat’ ให้ความรู้ด้านการใช้ภาษาอังกฤษ
Phonics และจิตวิทยาเด็ก2,490 บาท",https://www.skilllane.com/courses/Phonics_Rangers_2,by วิชญา ภัทรภูรีรักษ์,,5
1666011960-557,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by บันเทิง ล่ะ,เสียดายเงิน ในยูทูปฟรีสอนดีกว่าเยอะ,2
1666011960-558,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by Poonyapat Lorattanaprasert,"The missing piece, there every trader find out. is here krub.",5
1666011960-559,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by Nattawat Wicha-ngam,,5
1666011960-560,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by Somphop Sukhotanang,,5
1666011960-561,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by ชินวัตร ชาวันดี,,5
1666011960-562,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by Khongsak Kanphai,,5
1666011960-563,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by ประไพรัตน์ นกแก้ว,,4
1666011960-564,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by Perawat Kitichaichananon,สอนดี เข้าใจง่าย,5
1666011960-565,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by Talee Sangkhum,,5
1666011960-566,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by Chittima Kaewnaseng,,5
1666011960-567,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by ประภัสสร ศักดิ์เรืองแมน,,5
1666011960-568,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by Pongsak Chokkhatiwat,,5
1666011960-569,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by สุรดา ประภานิชสิริ,,4
1666011960-570,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by รัชภรณ์ มัณฑะจิตร,,5
1666011960-571,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by Nui Arsenal,,5
1666011960-572,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by รัชริน คงคะสุวรรณ,สอนเน้นหลักการได้ดี แต่อยากให้เพิ่มเติมคำแนะนำหรือวิธีการตั้งหรือ set ค่ากราฟในโปรแกรมต่างๆ ที่เข้าถึงได้ หรืออาจให้คู่มือแนบง่ายๆ สำหรับมือใหม่ เพื่อให้ set กราฟเทคนิคได้ถูกต้องค่ะ,4
1666011960-573,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by เอกชัย ธนพรพัฒน์,,5
1666011960-574,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by ประสิทธิ์ มณฑาศรี,,4
1666011960-575,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by Suttipong Weerakum,,5
1666011960-576,https://www.skilllane.com/courses/all,"รอดและรวย ด้วยกราฟเทคนิคธัญญพัฒน์ ธัญญศิริ (อาจารย์เบรฟ)ประสบการณ์การเทรดสินทรัพย์ต่างๆ ด้วยกราฟเทคนิคกว่า 18 ปี ลูกศิษย์เอก
และลูกชายคนเดียวของ อาจารย์วันชัย ธัญญศิริ7,490 บาท",https://www.skilllane.com/courses/save-and-rich-with-technic-graph,by ศาศวัต กฤตยพงษ์,,4
1666011970-577,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by Nut Swasdichevin,,5
1666011970-578,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by VERAPATRA BUPPHAVES,,5
1666011970-579,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by ทศพล ปะสะจะ,,5
1666011970-580,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by จักรพงศ์ รินทะวงศ์,,5
1666011970-581,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by Napassanun Punborvornmitr,,5
1666011970-582,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by ธรรมนูญ ทิพย์ลม,,5
1666011970-583,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by พุฒิพัฒน์ แก่งศิริ,,5
1666011970-584,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by INTAGE อินเทจ,เห็นภาพ และเข้าใจมีการแสดงที่ชัดเจน,5
1666011970-585,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by Namwan Pattamon,,5
1666011970-586,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by Naphat Iam-on,,5
1666011970-587,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by soiphet tumchim,,5
1666011970-588,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by Pongsatorn Porntiranart,,5
1666011970-589,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by Prasertsak Santitikawong,,5
1666011970-590,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by Nattapat Kittayapison,,5
1666011970-591,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by มาลี องอาจวุฒิวงศ์,,5
1666011970-592,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by นพกร อัศวมณีพรรณ,,5
1666011970-593,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by กัญญณัช สินวราวุฒิ,,5
1666011970-594,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by ณัฐกานต์ นามปัญญา,,5
1666011970-595,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by ชญาดา อิสราธนภิมุกข์,,5
1666011970-596,https://www.skilllane.com/courses/all,"Powerful Data with Power BI 2022 การวิเคราะห์และนำเสนอข้อมูลขั้นเทพศิระ เอกบุตรเทพเอ็กเซล Thep Excelมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Powerful-Data-with-Power-BI-2022,by Admin Cariber,,5
1666011977-597,https://www.skilllane.com/courses/all,"Customer Behavior Analysis วิเคราะห์พฤติกรรมลูกค้าอย่างมืออาชีพด้วย Power BIทัพพ์ศมน ดุสิตโศภิตวงศ์Data Analyst และ Data Scientist ผู้ร่วมก่อตั้ง Data ภาษาคนมีประกาศนียบัตร2,490 บาท2,990 บาท",https://www.skilllane.com/courses/Customer-Behavior-Analysis-with-Power-BI,by Worapol Muanwong,,5
1666011977-598,https://www.skilllane.com/courses/all,"Customer Behavior Analysis วิเคราะห์พฤติกรรมลูกค้าอย่างมืออาชีพด้วย Power BIทัพพ์ศมน ดุสิตโศภิตวงศ์Data Analyst และ Data Scientist ผู้ร่วมก่อตั้ง Data ภาษาคนมีประกาศนียบัตร2,490 บาท2,990 บาท",https://www.skilllane.com/courses/Customer-Behavior-Analysis-with-Power-BI,by Ar Pramsiri,,5
1666011977-599,https://www.skilllane.com/courses/all,"Customer Behavior Analysis วิเคราะห์พฤติกรรมลูกค้าอย่างมืออาชีพด้วย Power BIทัพพ์ศมน ดุสิตโศภิตวงศ์Data Analyst และ Data Scientist ผู้ร่วมก่อตั้ง Data ภาษาคนมีประกาศนียบัตร2,490 บาท2,990 บาท",https://www.skilllane.com/courses/Customer-Behavior-Analysis-with-Power-BI,by Nattapat Kittayapison,,5
1666011977-600,https://www.skilllane.com/courses/all,"Customer Behavior Analysis วิเคราะห์พฤติกรรมลูกค้าอย่างมืออาชีพด้วย Power BIทัพพ์ศมน ดุสิตโศภิตวงศ์Data Analyst และ Data Scientist ผู้ร่วมก่อตั้ง Data ภาษาคนมีประกาศนียบัตร2,490 บาท2,990 บาท",https://www.skilllane.com/courses/Customer-Behavior-Analysis-with-Power-BI,by Pattanasak Patumwan,,5
1666011987-601,https://www.skilllane.com/courses/all,"Chinese Business Etiquette ชนะใจชาวจีน ด้วยมารยาททางธุรกิจแบบคนจีนรินทร์ณฐา อัจฉริยวัฒนกุล (เฟร้นฟราย)มิสไทยแลนด์เวิลด์ 2015 พิธีกร ผู้ดำเนินรายการ และล่ามภาษาจีนแนวหน้าของประเทศไทย1,290 บาท",https://www.skilllane.com/courses/Chinese-Business-Etiquette,by นพดล พิทักษ์พิเศษ,,5
1666011987-602,https://www.skilllane.com/courses/all,"Chinese Business Etiquette ชนะใจชาวจีน ด้วยมารยาททางธุรกิจแบบคนจีนรินทร์ณฐา อัจฉริยวัฒนกุล (เฟร้นฟราย)มิสไทยแลนด์เวิลด์ 2015 พิธีกร ผู้ดำเนินรายการ และล่ามภาษาจีนแนวหน้าของประเทศไทย1,290 บาท",https://www.skilllane.com/courses/Chinese-Business-Etiquette,by กฤษฎิ์ เศวตจินดา,ชัดเจน และสามารถนำไปใช้ในชีวิตประจำวันในประเทศจีน และได้ความรู้จากภาษาจีน,5
